"","q7_q10_corr"
"336",0.234578996003044
"337",0.232569959555571
"338",0.385297836282677
"339",0.227799707385229
"340",0.29295305522215
"341",0.302922046762653
"342",0.168533946786331
"343",0.221371415282141
"344",0.356649475589321
"345",0.244019981291622
"346",0.118053728130016
"347",0.198138423340825
"348",0.259088607078896
"349",0.350781285954631
"350",0.183482691604266
"351",0.0814367969466239
"352",0.398121017898398
"353",0.149928649301412
"354",0.205315534787948
"355",0.211290632086725
"356",0.257535333909712
"357",0.31096636629291
"358",0.250241867271468
"359",0.353327741840144
"360",0.341806613055052
"361",0.374505363512172
"362",0.132746320512448
"363",0.297531033175392
"364",0.146176188696911
"365",0.105070473584811
"366",0.313324726427203
"367",0.256789373371947
"368",0.284207450530861
"369",0.210166754047635
"370",0.127413300955446
"371",0.327958250476528
"372",0.339677612213829
"373",0.244719343890745
"374",0.309425169541878
"375",0.21972936406374
"376",0.275739187108455
"377",0.116820225324534
"378",0.137732477290884
"379",0.220691047779072
"380",0.167638493951323
"381",0.183603984400393
"382",0.326761991386358
"383",0.236996534491254
"384",0.232893739362291
"385",0.26241217442161
"386",0.252395485795164
"387",0.20194980904426
"388",0.193680482089151
"389",0.337656173693263
"390",0.348899401922829
"391",0.296794144617951
"392",0.35987792282763
"393",0.223287451891843
"394",0.269909072926515
"395",0.2174041475998
"396",0.125091547335401
"397",0.310667365426421
"398",0.182144758029405
"399",0.254567488398853
"400",0.322100033558784
"401",0.233390542604952
"402",0.3257179508769
"403",0.188513614622464
"404",0.179770621020322
"405",0.347740619184594
"406",0.382449001045109
"407",0.363701933400053
"408",0.464401780879991
"409",0.299049523214365
"410",0.0938498083961998
"411",0.211355425773395
"412",0.315036006172604
"413",0.29146909511921
"414",0.366923714697839
"415",0.15943928936284
"416",0.436415523679239
"417",0.189632741521827
"418",0.112221497436434
"419",0.211655693770469
"420",0.421896949825054
"421",0.376205130416129
"422",0.285989169845969
"423",0.42973281594462
"424",0.27182620098686
"425",0.381009044680403
"426",0.153503821370188
"427",0.211520369075462
"428",0.35797244412192
"429",0.201886355835427
"430",0.285665790514203
"431",0.338113124745241
"432",0.424605258356104
"433",0.164740963654116
"434",0.512690093118582
"435",0.390970147661339
"436",0.25404305538994
"437",0.120804587752106
"438",0.277895611756599
"439",0.218010793423258
"440",0.317527941652841
"441",0.248277917507601
"442",0.24917040267767
"443",0.16999757926139
"444",0.304892881263219
"445",0.260151909990677
"446",0.1588519524701
"447",0.244030613282261
"448",0.366185289442362
"449",0.178162093640091
"450",0.415994068354234
"451",0.159780365846145
"452",0.193799776398177
"453",0.305629818664091
"454",0.374740094141203
"455",0.309568353626829
"456",0.419708632039147
"457",0.1475652794075
"458",0.289621095133751
"459",0.319683361324364
"460",0.238694956071829
"461",0.378298559670408
"462",0.179884217625538
"463",0.18383521447836
"464",0.240378501125258
"465",0.351666188086553
"466",0.345947193953776
"467",0.300762900248084
"468",0.279981796723394
"469",0.297619122741826
"470",0.375164581464619
"471",0.230585574329972
"472",0.384858742841071
"473",0.197500552295987
"474",0.181170122999833
"475",0.266949253312178
"476",0.172788644447766
"477",0.175862041744017
"478",0.285114623144113
"479",0.215175316932328
"480",0.387104830569382
"481",0.246652753483333
"482",0.361324215451997
"483",0.204204121783694
"484",0.0914481695649321
"485",0.329131033550796
"486",0.202663452780198
"487",0.316979055750971
"488",0.276816238134522
"489",0.215205141695193
"490",0.362942927165817
"491",0.249957551574531
"492",0.172922221986666
"493",0.265174724553134
"494",0.249564079877607
"495",0.362382890789825
"496",0.212419261062683
"497",0.4456387248977
"498",0.419209201513422
"499",0.48788974734863
"500",0.443299139609154
"501",0.462884411448117
"502",0.328798943589059
"503",0.373981835195242
"504",0.298206541169549
"505",0.20062480025459
"506",0.396587869913039
"507",0.325103393102383
"508",0.288161150345975
"509",0.349852131851758
"510",0.435651437474799
"511",0.241288443383081
"512",0.195456218883317
"513",0.302814236690655
"514",0.207161577702416
"515",0.273656019192493
"516",0.193526577342485
"517",0.308911496739142
"518",0.250047355959383
"519",0.345357058814372
"520",0.37976149019146
"521",0.355302475243009
"522",0.265540913048743
"523",0.234544330501146
"524",0.287019567795573
"525",0.35865942692228
"526",0.36673500656023
"527",0.192101131891146
"528",0.0823957606947308
"529",0.349668272658489
"530",0.160408964321093
"531",0.280883387637757
"532",0.212618244371401
"533",0.183879188626851
"534",0.234121605252741
"535",0.199505216783601
"536",0.211851248063885
"537",0.433652477682529
"538",0.377752548503075
"539",0.145383555028739
"540",0.414776733231968
"541",0.297182533469576
"542",0.368978984883527
"543",0.103797719525604
"544",0.399742365695645
"545",0.393260648867254
"546",0.256289805963341
"547",0.255738373301822
"548",0.329771887711423
"549",0.315118355636532
"550",0.386255762791577
"551",0.343613545994488
"552",0.401150198275911
"553",0.116733695298219
"554",0.359107192609286
"555",0.248349816949696
"556",0.246621007825713
"557",0.311351310814485
"558",0.28929972991766
"559",0.525565686935016
"560",0.165382217819197
"561",0.182468965833239
"562",0.253072542472464
"563",0.146191560039009
"564",0.504149795184723
"565",0.371696723456328
"566",0.246089894534745
"567",0.328236958576361
"568",0.248359224548948
"569",0.343349692720823
"570",0.17287649600613
"571",0.227889488720794
"572",0.285066191342501
"573",0.327476812791699
"574",0.234591465696862
"575",0.342515989314189
"576",0.189899727871236
"577",0.048996507837108
"578",0.373860282646803
"579",0.395678558924853
"580",0.3051010945216
"581",0.41879675443121
"582",0.370589099047552
"583",0.139901020001163
"584",0.168644043096095
"585",0.217063031317731
"586",0.227736028240962
"587",0.285256470181745
"588",0.314476059124865
"589",0.379777788372045
"590",0.210110265040008
"591",0.327437594615222
"592",0.347855677241027
"593",0.353800848608939
"594",0.295405308539312
"595",0.428242943642207
"596",0.28468330531052
"597",0.189112358992227
"598",0.298890066034218
"599",0.284813945337552
"600",0.157223994790149
"601",0.227615182822182
"602",0.344496497922211
"603",0.311057960723948
"604",0.295176577261427
"605",0.271975708498296
"606",0.431354490102188
"607",0.411324507933563
"608",0.304418382632908
"609",0.293042028877342
"610",0.324679610038977
"611",0.25366336465218
"612",0.277098889118133
"613",0.310042412720224
"614",0.291396171242812
"615",0.220746291439754
"616",0.377428248856982
"617",0.379381396461679
"618",0.225334729856604
"619",0.189558858845711
"620",0.254953619193967
"621",0.467176592151157
"622",0.215957091511164
"623",0.204805539565781
"624",0.32708446759748
"625",0.410657847655941
"626",0.169221258792763
"627",0.248306178616178
"628",0.219497671268501
"629",0.50308411756249
"630",0.181925842932673
"631",0.0848885206423053
"632",0.255898389691864
"633",0.175336399255889
"634",0.289430094493915
"635",0.536311296863745
"636",0.0882042287618646
"637",0.295136634426911
"638",0.475327801993154
"639",0.156227288712018
"640",0.264767698057274
"641",0.300355796606574
"642",0.129680343778111
"643",0.310165667898985
"644",0.161663510131658
"645",0.319001653310132
"646",0.10349483821021
"647",0.234223278556353
"648",0.12147618939787
"649",0.181266269013821
"650",0.184731728993528
"651",0.337558114450352
"652",0.407044015596943
"653",0.368905679892395
"654",0.451690404163056
"655",0.324358674142678
"656",0.418155579726087
"657",0.355387984121022
"658",0.344712072486747
"659",0.271882757520885
"660",0.305233623539767
"661",0.194387912344654
"662",0.286625005281726
"663",0.380888355498023
"664",0.232066422497135
"665",0.307253117438638
"666",0.231784578116129
"667",0.328972184345128
"668",0.338915220804894
"669",0.221029473029129
"670",0.402028538614252
"671",0.240875950378326
"672",0.244113659645381
"673",0.17423154476787
"674",0.341123698544396
"675",0.268896006951672
"676",0.537110901395741
"677",0.154690560984867
"678",0.34317848113929
"679",0.317116518549357
"680",0.135175534950558
"681",0.236864425763396
"682",0.210203560253888
"683",0.391462952580756
"684",0.164361390466094
"685",0.252924741285508
"686",0.377166728470203
"687",0.36941438892929
"688",0.222953095360652
"689",0.418496026230477
"690",0.162788945713573
"691",0.332991310950115
"692",0.143881793300437
"693",0.274623858273386
"694",0.225964499808492
"695",0.249621088880421
"696",0.285712868545945
"697",0.311277372231299
"698",0.258072313473458
"699",0.139771311562922
"700",0.119058089927991
"701",-0.012530668221794
"702",0.494427933901901
"703",0.164503115660315
"704",0.384479759981701
"705",0.31376071484703
"706",0.321224239708512
"707",0.110507949904302
"708",0.290134514033585
"709",0.349400882691203
"710",0.208049217834728
"711",0.259299166788051
"712",0.216876213785219
"713",0.239193047883577
"714",0.516997964917209
"715",0.196688784284432
"716",0.22044791530858
"717",0.271183002163381
"718",0.210335190887112
"719",0.183732965867769
"720",0.263862897281018
"721",0.277391679280206
"722",0.282771369214532
"723",0.284489537976628
"724",0.30038343881171
"725",0.160054003232088
"726",0.142008722115117
"727",0.485654004326038
"728",0.362065124248248
"729",0.232922880727918
"730",0.220761310258642
"731",0.240257377796158
"732",0.247294947064664
"733",0.318253619155037
"734",0.269054950880701
"735",0.420945064210926
"736",0.266453746674386
"737",0.302307209239326
"738",0.476311989989241
"739",0.363290962600651
"740",0.299275647013315
"741",0.406868302826502
"742",0.262301905712106
"743",0.409829727028845
"744",0.327833682347119
"745",0.449621155850136
"746",0.24601134171766
"747",0.265530210910507
"748",0.261939125844017
"749",0.258162234966802
"750",0.248523411045885
"751",0.213932792122116
"752",0.291414762824838
"753",0.303299045629328
"754",0.19076856364113
"755",0.398800938128645
"756",0.214390698103914
"757",0.385374383578478
"758",0.315737936476176
"759",0.361184139510269
"760",0.361967734132808
"761",0.195665403263223
"762",0.354372371052671
"763",0.149001171669589
"764",0.308795903544644
"765",0.240613251592894
"766",0.316041548845316
"767",0.0678800788661383
"768",0.338657832014286
"769",0.194551752955997
"770",0.351967223090587
"771",0.193522572886808
"772",0.364013074990167
"773",0.258417941363165
"774",0.20713806624979
"775",0.132879817280155
"776",0.435475732288813
"777",0.411290514557727
"778",0.319081578892795
"779",0.448484030010871
"780",0.368487581009252
"781",0.260757560761918
"782",0.231654635893619
"783",0.564768104751042
"784",0.28080343165928
"785",0.415453660696409
"786",0.239629357412352
"787",0.0767152168677337
"788",0.152453372834644
"789",-0.00447000640703969
"790",0.584212303977973
"791",0.10990127778575
"792",0.0895657111541562
"793",0.204371395626598
"794",0.211866112151544
"795",0.321341921351514
"796",0.490454616911078
"797",0.257959705916531
"798",0.21369550860936
"799",0.214348734402391
"800",0.119277385202131
"801",0.48580164335049
"802",0.322449632395664
"803",0.24979541431864
"804",0.36569465864909
"805",0.1606112497856
"806",0.281343656891611
"807",0.398658600485685
"808",0.3944203506456
"809",0.404340514859057
"810",0.434155214283146
"811",0.321287525964681
"812",0.38789623870153
"813",0.121045089479891
"814",0.326061950421946
"815",0.367130071196298
"816",0.256081698537375
"817",0.176250782981712
"818",0.33863119180707
"819",0.169834443831327
"820",0.218715125666824
"821",0.300338585743475
"822",0.224767882369648
"823",0.34553343389789
"824",0.25674982119908
"825",0.369908214152863
"826",0.268093401399721
"827",0.16771063132118
"828",0.275441531060742
"829",0.0692599557895911
"830",0.296419554361372
"831",0.195224158751821
"832",0.184112666658224
"833",0.269353244756082
"834",0.22403377473467
"835",0.425262761465888
"836",0.422268036805692
"837",0.2265536563918
"838",0.348608344389198
"839",0.358926362512508
"840",0.252821532308914
"841",0.239852254301607
"842",0.319819119486313
"843",0.137257833724201
"844",0.26970845334983
"845",0.257701818664505
"846",0.213363257586723
"847",0.268957574748381
"848",0.238038856810806
"849",0.373822885130238
"850",0.354483991570268
"851",0.399306495236522
"852",0.155280596619367
"853",0.323349201732969
"854",0.196156657512966
"855",0.279303288688237
"856",0.100212110575488
"857",0.198592770560368
"858",0.276936076399722
"859",0.450861085469927
"860",0.0911915698120906
"861",0.282848306618516
"862",0.168277558741813
"863",0.15261821806583
"864",0.1679492002738
"865",0.370795708068801
"866",0.276261684554639
"867",0.157712228284785
"868",0.20728099670247
"869",0.238624799890869
"870",0.354241220223259
"871",0.175
"872",0.393725618982537
"873",0.267496117478787
"874",0.281762784038776
"875",0.0547949823690237
"876",0.0600790743789367
"877",0.467072740349641
"878",0.51783286198818
"879",0.211479265474481
"880",0.317008624520867
"881",0.204130867282104
"882",0.402792829882755
"883",0.160527660029352
"884",0.201760345068364
"885",0.35758289246042
"886",0.307837460087085
"887",0.311792524984526
"888",0.369300967293035
"889",0.152858683364939
"890",0.383860807483195
"891",0.260649143998599
"892",0.212332585272371
"893",0.379717657027403
"894",0.318961543853543
"895",0.287964071211714
"896",0.276861351875031
"897",0.146265272278069
"898",0.328898404107763
"899",0.0508094174546778
"900",0.26175685566863
"901",0.272831335830263
"902",0.36279492754627
"903",0.263465968775514
"904",0.251386688993646
"905",0.26875057428332
"906",0.32803119868517
"907",0.263133329618362
"908",0.22179397048724
"909",0.289846089908461
"910",0.333371356359754
"911",0.21071752014128
"912",0.263463558322738
"913",0.199297516629926
"914",0.419255133814419
"915",0.221850584646389
"916",0.359174441825432
"917",0.147905793028714
"918",0.322409017142664
"919",0.481807339280054
"920",0.400017264613514
"921",0.348732806290101
"922",0.352406206058995
"923",0.279439657998936
"924",0.245646929642105
"925",0.278108662681001
"926",0.170141911225495
"927",0.267984941156563
"928",0.385863318841744
"929",0.400270699598214
"930",0.42922323709892
"931",0.309878131782959
"932",0.158434276210346
"933",0.183811400144663
"934",0.268450740625476
"935",0.325900242828288
"936",0.107388519396127
"937",0.499610146423136
"938",0.191121883541159
"939",0.361472991137743
"940",0.324788560758381
"941",0.433956185780155
"942",0.203652946052188
"943",0.356802179560144
"944",0.363968675078373
"945",0.392788101706114
"946",0.206155540988203
"947",0.248041759527701
"948",0.272947506249673
"949",0.279176355047985
"950",0.256456300219345
"951",0.196009078994425
"952",0.203669602289729
"953",0.182122316615185
"954",0.151329033175443
"955",0.233208301398779
"956",0.195939936218282
"957",-0.0389003475693507
"958",0.151939761747948
"959",0.248416951467134
"960",0.140641420075042
"961",0.386682124735027
"962",0.151627015963581
"963",0.382509314882482
"964",0.244980667733368
"965",0.0955826406501734
"966",0.215739411408944
"967",0.368470163965136
"968",0.243258764436069
"969",0.259692308785763
"970",0.366306465349149
"971",0.164682169126532
"972",0.22970972163658
"973",0.460581431254731
"974",0.268622367694572
"975",0.29899868917271
"976",0.226687852969471
"977",0.2302939381309
"978",0.270938929752555
"979",0.357586413002355
"980",0.290148495824383
"981",0.281128940415724
"982",0.405696867906671
"983",0.195832078519952
"984",0.494811080531718
"985",0.202879988907866
"986",0.219623726626189
"987",0.290235526807969
"988",0.149859007866897
"989",0.266486360221269
"990",0.169093620682871
"991",0.312134061649757
"992",0.257387236048217
"993",0.437638384540365
"994",0.210724099207766
"995",0.469753864283327
"996",0.410133025009706
"997",0.392663716905043
"998",0.226306055283941
"999",0.43625
"1000",0.543103708286198
"1001",0.298206541169549
"1002",0.376403435990495
"1003",0.312696174685935
"1004",0.3309491903035
"1005",0.227954539486444
"1006",0.308114574164045
"1007",0.25369202392159
"1008",0.0814462962375368
"1009",0.384904356926241
"1010",0.282109886926383
"1011",0.190265920740091
"1012",0.354257146851181
"1013",0.18827951964382
"1014",0.314290929207071
"1015",0.377806143617283
"1016",0.40832151229038
"1017",0.217499475180533
"1018",0.563524332924947
"1019",0.32791650933941
"1020",0.185028210619679
"1021",0.31684279100045
"1022",0.198734870175323
"1023",0.330875390658745
"1024",0.152333336944198
"1025",0.304491369576902
"1026",0.386178846268672
"1027",0.254365970880023
"1028",0.149929250087
"1029",0.509922136445176
"1030",0.255113662512459
"1031",0.115269856256986
"1032",0.346907326098893
"1033",0.234912054755365
"1034",0.386042812572184
"1035",0.172852739654894
"1036",0.0369117433067908
"1037",0.194127723153702
"1038",0.264418545241732
"1039",0.32394902432179
"1040",0.294843558559771
"1041",0.285207184246946
"1042",0.22184986314719
"1043",0.238760144513276
"1044",0.311158070051062
"1045",0.201285707077173
"1046",0.439563613063094
"1047",0.326161177186276
"1048",0.1800107206567
"1049",0.306640436647726
"1050",0.213195531020117
"1051",0.27552619624382
"1052",0.335661131525015
"1053",0.101334200883119
"1054",0.271720659480138
"1055",0.412735722113101
"1056",0.278969054504389
"1057",0.507784806863799
"1058",0.352805731952416
"1059",0.218725418960381
"1060",0.175818273364263
"1061",0.417368755228678
"1062",0.184042517591648
"1063",0.240236078556195
"1064",0.121920057709504
"1065",0.0983352496381622
"1066",0.291846295678607
"1067",0.323084754590797
"1068",0.268651587253942
"1069",0.418917126752291
"1070",0.196492409001401
"1071",0.0302525127267961
"1072",0.201789231648313
"1073",0.28729923184361
"1074",0.280725276342176
"1075",0.172270770194381
"1076",0.270839651823393
"1077",0.381863255855037
"1078",0.284893685290671
"1079",0.279345210641682
"1080",0.240709401225502
"1081",0.338220830889917
"1082",0.293709595644952
"1083",0.319020223120704
"1084",0.316701312835077
"1085",0.269597735216606
"1086",0.0865025795273612
"1087",0.31891372341441
"1088",0.368164806871783
"1089",0.360193645111063
"1090",0.297758643613667
"1091",0.280087902549436
"1092",0.226686702993071
"1093",0.124138430007025
"1094",0.275535391246562
"1095",0.390045225890932
"1096",0.352667012788598
"1097",0.48186610989459
"1098",0.236109656919461
"1099",0.145885470318566
"1100",0.28414846949299
"1101",0.205835551820916
"1102",0.419717456226525
"1103",0.159922045174165
"1104",0.214408075834191
"1105",0.331688647228362
"1106",0.410937144394886
"1107",0.0627258081769385
"1108",0.277261645299705
"1109",0.350752419356391
"1110",0.340973858607202
"1111",0.306320377530547
"1112",0.357706433025674
"1113",0.362295190189626
"1114",0.242864973962897
"1115",0.357518219267821
"1116",0.165419836900373
"1117",0.231971189830531
"1118",0.319324322321716
"1119",0.290791865990823
"1120",0.257530668998034
"1121",0.327009428950066
"1122",0.301281997781007
"1123",0.129096095992159
"1124",0.306858006005267
"1125",0.185224814483103
"1126",0.162147562586458
"1127",0.304764547151738
"1128",0.179551486435889
"1129",0.30435595429674
"1130",0.358266661763654
"1131",0.223607057933111
"1132",0.233860945508945
"1133",0.358026701156574
"1134",0.167631020346808
"1135",0.206791367501748
"1136",0.291053744541309
"1137",0.310803533346946
"1138",0.256484099375513
"1139",0.249645832452795
"1140",0.213500495891176
"1141",0.244260075619466
"1142",0.143975697249325
"1143",0.254390858596981
"1144",0.358262387430467
"1145",0.275781549022613
"1146",0.183389760855571
"1147",0.21244362406407
"1148",0.245454364802493
"1149",0.30237598625272
"1150",0.322665866728306
"1151",0.205282959869205
"1152",0.309828352536711
"1153",0.321148155917003
"1154",0.312778397224969
"1155",0.380297370932737
"1156",0.183828015639051
"1157",0.329196959852544
"1158",0.249804735777756
"1159",0.0391137434715768
"1160",0.349604387834209
"1161",0.257995434818486
"1162",0.270421024264706
"1163",0.291751688288256
"1164",0.178139681514341
"1165",0.198835718132513
"1166",0.349721597101613
"1167",0.395173334913801
"1168",0.272838027224309
"1169",0.317636229527825
"1170",0.138332552122129
"1171",0.333856192126159
"1172",0.282849082734245
"1173",0.390741054188796
"1174",0.299036608137825
"1175",0.358316455280007
"1176",0.492516926888849
"1177",0.349909833177432
"1178",0.326333869413276
"1179",0.217795632143872
"1180",0.310293382047427
"1181",0.227417755196273
"1182",0.265891012446683
"1183",0.410380601593539
"1184",0.396794458381849
"1185",0.169998113108072
"1186",0.306579457654001
"1187",0.340673561990876
"1188",0.373120367579261
"1189",0.246750343304713
"1190",0.28463820571453
"1191",0.355419665721733
"1192",0.332404445917036
"1193",0.252314435585366
"1194",0.363117662321637
"1195",0.162480355499871
"1196",0.316752853565128
"1197",0.323523143181231
"1198",0.421155732431396
"1199",0.558282542365168
"1200",0.33512042534269
"1201",0.155015938880066
"1202",0.314418657172818
"1203",0.242444566041182
"1204",0.265445023057374
"1205",0.157460394315611
"1206",0.267550737139363
"1207",0.455676720675831
"1208",0.243964241717406
"1209",0.259983892749846
"1210",0.242945264180415
"1211",0.295803989154981
"1212",0.346416263743513
"1213",0.214411932238614
"1214",0.353736152761382
"1215",0.245072484914716
"1216",0.179722852334622
"1217",0.251220558008326
"1218",0.243435883116406
"1219",0.13627613400118
"1220",0.2919258346367
"1221",0.125847733528728
"1222",0.330961787909755
"1223",0.344361922701063
"1224",0.2712131982459
"1225",0.265117973619486
"1226",0.319514038551753
"1227",0.255790977605909
"1228",0.244982470265346
"1229",0.207649866118316
"1230",0.257711165666068
"1231",0.316441509481143
"1232",0.133169403347163
"1233",0.163360462298347
"1234",0.230689184029382
"1235",0.240426983196191
"1236",0.0739299244724562
"1237",0.260247718176492
"1238",0.185340618964565
"1239",0.0799389707493451
"1240",0.327343429022645
"1241",0.2226232936947
"1242",0.138225540154582
"1243",0.288361523307926
"1244",0.342541974328854
"1245",0.487253089092702
